OUT_ID	Kingdom	Phylum	Class	Order	Family	Genus
ASV_1187	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1188	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus
ASV_1189	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella
ASV_1190	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter
ASV_1191	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella
ASV_1192	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1193	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Conservatibacter
ASV_1194	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_1195	Bacteria	NA	NA	NA	NA	NA
ASV_1196	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
ASV_1197	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_1198	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
ASV_1199	Bacteria	NA	NA	NA	NA	NA
ASV_1200	Bacteria	NA	NA	NA	NA	NA
ASV_1201	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
ASV_1202	Bacteria	NA	NA	NA	NA	NA
ASV_1203	Bacteria	NA	NA	NA	NA	NA
ASV_1204	NA	NA	NA	NA	NA	NA
ASV_1205	Bacteria	NA	NA	NA	NA	NA
ASV_1206	Bacteria	NA	NA	NA	NA	NA
ASV_1207	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_1208	NA	NA	NA	NA	NA	NA
ASV_1209	NA	NA	NA	NA	NA	NA
ASV_1210	Bacteria	NA	NA	NA	NA	NA
ASV_1211	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_1212	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_1213	Bacteria	NA	NA	NA	NA	NA
ASV_1214	Bacteria	NA	NA	NA	NA	NA
ASV_1215	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1216	Bacteria	NA	NA	NA	NA	NA
ASV_1217	NA	NA	NA	NA	NA	NA
ASV_1218	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1219	Bacteria	NA	NA	NA	NA	NA
ASV_1220	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Nguyenibacter
ASV_1221	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1222	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
ASV_1223	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_1224	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1225	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1226	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
ASV_1227	Bacteria	NA	NA	NA	NA	NA
ASV_1228	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1229	Bacteria	NA	NA	NA	NA	NA
ASV_1230	Bacteria	NA	NA	NA	NA	NA
ASV_1231	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Uruburuella
ASV_1232	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1233	Bacteria	NA	NA	NA	NA	NA
ASV_1234	NA	NA	NA	NA	NA	NA
ASV_1235	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Orbaceae	NA
ASV_1236	Bacteria	NA	NA	NA	NA	NA
ASV_1237	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
ASV_1238	Bacteria	NA	NA	NA	NA	NA
ASV_1239	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1240	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas
ASV_1241	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1242	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1243	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
ASV_1244	Bacteria	NA	NA	NA	NA	NA
ASV_1245	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Peptoniphilus
ASV_1246	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_1247	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_1248	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_1249	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1250	Bacteria	NA	NA	NA	NA	NA
ASV_1251	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1252	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1253	Bacteria	NA	NA	NA	NA	NA
ASV_1254	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1255	Bacteria	NA	NA	NA	NA	NA
ASV_1256	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_1257	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella
ASV_1258	Bacteria	NA	NA	NA	NA	NA
ASV_1259	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1260	NA	NA	NA	NA	NA	NA
ASV_1261	Bacteria	NA	NA	NA	NA	NA
ASV_1262	Bacteria	NA	NA	NA	NA	NA
ASV_1263	Bacteria	NA	NA	NA	NA	NA
ASV_1264	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_1265	Eukaryota	NA	NA	NA	NA	NA
ASV_1266	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1267	Bacteria	NA	NA	NA	NA	NA
ASV_1268	Bacteria	NA	NA	NA	NA	NA
ASV_1269	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1270	Bacteria	NA	NA	NA	NA	NA
ASV_1271	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_1272	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
ASV_1273	Bacteria	NA	NA	NA	NA	NA
ASV_1274	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1275	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_1276	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1277	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_1278	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia
ASV_1279	Bacteria	NA	NA	NA	NA	NA
ASV_1280	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
ASV_1281	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_1282	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Nguyenibacter
ASV_1283	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1284	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Idiomarinaceae	Idiomarina
ASV_1285	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1286	Bacteria	NA	NA	NA	NA	NA
ASV_1287	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1288	NA	NA	NA	NA	NA	NA
ASV_1289	Bacteria	NA	NA	NA	NA	NA
ASV_1290	Bacteria	NA	NA	NA	NA	NA
ASV_1291	Bacteria	NA	NA	NA	NA	NA
ASV_1292	Bacteria	NA	NA	NA	NA	NA
ASV_1293	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1294	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1295	Bacteria	NA	NA	NA	NA	NA
ASV_1296	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_1297	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1298	Bacteria	NA	NA	NA	NA	NA
ASV_1299	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia
ASV_1300	NA	NA	NA	NA	NA	NA
ASV_1301	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
ASV_1302	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1303	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_1304	NA	NA	NA	NA	NA	NA
ASV_1305	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_1306	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Ameyamaea
ASV_1307	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA
ASV_1308	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium
ASV_1309	Bacteria	NA	NA	NA	NA	NA
ASV_1310	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1311	Bacteria	NA	NA	NA	NA	NA
ASV_1312	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1313	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella
ASV_1314	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella
ASV_1315	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_1316	Bacteria	NA	NA	NA	NA	NA
ASV_1317	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Commensalibacter
ASV_1318	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1319	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_1320	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1321	Bacteria	NA	NA	NA	NA	NA
ASV_1322	Bacteria	NA	NA	NA	NA	NA
ASV_1323	Bacteria	NA	NA	NA	NA	NA
ASV_1324	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1325	Bacteria	NA	NA	NA	NA	NA
ASV_1326	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV_1327	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_1328	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1329	Bacteria	NA	NA	NA	NA	NA
ASV_1330	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV_1331	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter
ASV_1332	Bacteria	NA	NA	NA	NA	NA
ASV_1333	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1334	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea
ASV_1335	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1336	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_1337	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1338	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1339	NA	NA	NA	NA	NA	NA
ASV_1340	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter
ASV_1341	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
ASV_1342	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_1343	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus
ASV_1344	Bacteria	NA	NA	NA	NA	NA
ASV_1345	Bacteria	NA	NA	NA	NA	NA
ASV_1346	Bacteria	NA	NA	NA	NA	NA
ASV_1347	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1348	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1349	Bacteria	NA	NA	NA	NA	NA
ASV_1350	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1351	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1352	Bacteria	NA	NA	NA	NA	NA
ASV_1353	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_1354	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1355	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
ASV_1356	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
ASV_1357	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_1358	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_1359	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1360	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
ASV_1361	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_1362	Bacteria	NA	NA	NA	NA	NA
ASV_1363	NA	NA	NA	NA	NA	NA
ASV_1364	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
ASV_1365	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ketogulonicigenium
ASV_1366	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1367	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Orbaceae	NA
ASV_1368	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea
ASV_1369	Bacteria	NA	NA	NA	NA	NA
ASV_1370	Bacteria	NA	NA	NA	NA	NA
ASV_1371	Bacteria	NA	NA	NA	NA	NA
ASV_1372	NA	NA	NA	NA	NA	NA
ASV_1373	Bacteria	NA	NA	NA	NA	NA
ASV_1374	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1375	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Alysiella
ASV_1376	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas
ASV_1377	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
ASV_1378	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_1379	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	WX65	NA
ASV_1380	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
ASV_1381	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria
ASV_1382	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_1383	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	NA
ASV_1384	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax
ASV_1385	Bacteria	NA	NA	NA	NA	NA
ASV_1386	Bacteria	NA	NA	NA	NA	NA
ASV_1387	Bacteria	NA	NA	NA	NA	NA
ASV_1388	Bacteria	NA	NA	NA	NA	NA
ASV_1389	Bacteria	NA	NA	NA	NA	NA
ASV_1390	NA	NA	NA	NA	NA	NA
ASV_1391	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1392	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1393	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1394	NA	NA	NA	NA	NA	NA
ASV_1395	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_1396	Bacteria	NA	NA	NA	NA	NA
ASV_1397	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Lampropedia
ASV_1398	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_1399	Bacteria	NA	NA	NA	NA	NA
ASV_1400	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_1401	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pluralibacter
ASV_1402	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
ASV_1403	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
ASV_1404	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides
ASV_1405	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter
ASV_1406	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1407	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Brumimicrobium
ASV_1408	Bacteria	NA	NA	NA	NA	NA
ASV_1409	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
ASV_1410	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1411	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_1412	Bacteria	NA	NA	NA	NA	NA
ASV_1413	Bacteria	NA	NA	NA	NA	NA
ASV_1414	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Corticibacter
ASV_1415	NA	NA	NA	NA	NA	NA
ASV_1416	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Atlantibacter
ASV_1417	Bacteria	NA	NA	NA	NA	NA
ASV_1418	Bacteria	NA	NA	NA	NA	NA
ASV_1419	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_1420	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1421	Bacteria	NA	NA	NA	NA	NA
ASV_1422	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_1423	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_1424	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1425	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas
ASV_1426	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_1427	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Lampropedia
ASV_1428	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_1429	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Ameyamaea
ASV_1430	Bacteria	NA	NA	NA	NA	NA
ASV_1431	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium
ASV_1432	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_1433	Bacteria	NA	NA	NA	NA	NA
ASV_1434	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus
ASV_1435	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_1436	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1437	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter
ASV_1438	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_1439	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13
ASV_1440	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
ASV_1441	NA	NA	NA	NA	NA	NA
ASV_1442	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia
ASV_1443	Bacteria	NA	NA	NA	NA	NA
ASV_1444	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
ASV_1445	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus
ASV_1446	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1447	Bacteria	NA	NA	NA	NA	NA
ASV_1448	Bacteria	NA	NA	NA	NA	NA
ASV_1449	Bacteria	NA	NA	NA	NA	NA
ASV_1450	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum
ASV_1451	Bacteria	NA	NA	NA	NA	NA
ASV_1452	Bacteria	NA	NA	NA	NA	NA
ASV_1453	Bacteria	NA	NA	NA	NA	NA
ASV_1454	Bacteria	NA	NA	NA	NA	NA
ASV_1455	Bacteria	NA	NA	NA	NA	NA
ASV_1456	Bacteria	NA	NA	NA	NA	NA
ASV_1457	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
ASV_1458	Bacteria	NA	NA	NA	NA	NA
ASV_1459	Bacteria	NA	NA	NA	NA	NA
ASV_1460	NA	NA	NA	NA	NA	NA
ASV_1461	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_1462	Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus
ASV_1463	Bacteria	NA	NA	NA	NA	NA
ASV_1464	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1465	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1466	Bacteria	NA	NA	NA	NA	NA
ASV_1467	Bacteria	NA	NA	NA	NA	NA
ASV_1468	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1469	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1470	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1471	Bacteria	NA	NA	NA	NA	NA
ASV_1472	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus
ASV_1473	Bacteria	NA	NA	NA	NA	NA
ASV_1474	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_1475	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas
ASV_1476	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
ASV_1477	Bacteria	NA	NA	NA	NA	NA
ASV_1478	Bacteria	NA	NA	NA	NA	NA
ASV_1479	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1480	Bacteria	NA	NA	NA	NA	NA
ASV_1481	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Joostella
ASV_1482	Bacteria	NA	NA	NA	NA	NA
ASV_1483	Bacteria	NA	NA	NA	NA	NA
ASV_1484	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1485	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_1486	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1487	Bacteria	NA	NA	NA	NA	NA
ASV_1488	Bacteria	NA	NA	NA	NA	NA
ASV_1489	NA	NA	NA	NA	NA	NA
ASV_1490	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1491	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1492	Archaea	NA	NA	NA	NA	NA
ASV_1493	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1494	Bacteria	NA	NA	NA	NA	NA
ASV_1495	Bacteria	NA	NA	NA	NA	NA
ASV_1496	Bacteria	NA	NA	NA	NA	NA
ASV_1497	NA	NA	NA	NA	NA	NA
ASV_1498	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1499	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1500	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_1501	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
ASV_1502	Bacteria	NA	NA	NA	NA	NA
ASV_1503	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1504	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Joostella
ASV_1505	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_1506	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
ASV_1507	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_1508	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1509	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1510	NA	NA	NA	NA	NA	NA
ASV_1511	Bacteria	NA	NA	NA	NA	NA
ASV_1512	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA
ASV_1513	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1514	Bacteria	NA	NA	NA	NA	NA
ASV_1515	Bacteria	NA	NA	NA	NA	NA
ASV_1516	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera
ASV_1517	Bacteria	NA	NA	NA	NA	NA
ASV_1518	Bacteria	NA	NA	NA	NA	NA
ASV_1519	Bacteria	NA	NA	NA	NA	NA
ASV_1520	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_1521	Bacteria	Proteobacteria	NA	NA	NA	NA
